State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Wisconsin,Rusk,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Langlade,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Chippewa,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Burnett,5/12/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Waupaca,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/12/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Brown,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Barron,5/18/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Polk,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
South Dakota,Mcpherson,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Portage,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Wood,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Buffalo,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Lafayette,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Eau Claire,5/19/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Green Lake,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Marquette,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Rock,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Utah,Utah,5/18/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Utah,Utah,5/18/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Texas,Bosque,5/6/2022,EA H5,Bald eagle,Wild bird mortality Texas PWD
Florida,Alachua,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Duval,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Duval,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Michigan,Saginaw,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Arenac,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Alpena,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Cheboygan,5/5/2022,EA H5,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Wexford,5/5/2022,EA H5,Lesser scaup,Wild bird mortality Michgan DNR
Michigan,Alpena,5/5/2022,EA H5N1,Herring gull,Wild bird mortality Michgan DNR
Michigan,Grand Traverse,5/5/2022,EA H5,Barred owl,Wild bird mortality Michgan DNR
Michigan,Saginaw,5/5/2022,EA H5N1,Red-shouldered hawk,Wild bird mortality Michgan DNR
Michigan,Saginaw,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Michigan,Gladwin,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Nebraska,Lancaster,5/5/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality NDA (9)
Nebraska,Sarpy,5/6/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality NDA (9)
Wyoming,Natrona,5/6/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
New York,Albany,5/6/2022,EA/AM H5N1,Great horned owl,Wild bird mortality NYSDEC (6)
New York,Schoharie,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Schenectady,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Cattaraugus,5/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Florida,Duval,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
South Dakota,Beadle,5/9/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality SD Game, Fish, and Parks"
Michigan,Manistee,5/9/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Benzie,5/9/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Charlevoix,5/9/2022,EA H5N1,Rough-legged hawk,Wild bird mortality Michgan DNR
Wyoming,Campbell,5/9/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
South Dakota,Brown,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Hampshire,Merrimack,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
New Hampshire,Sullivan,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Morton,5/20/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Grant,5/20/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Ramsey,5/20/2022,EA H5N1,American kestrel,Wild bird mortality NWDP
North Dakota,Benson,5/20/2022,EA H5N1,Rough-legged hawk,Wild bird mortality NWDP
North Dakota,Pierce,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Benson,5/20/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/20/2022,EA H5N1,Broad-winged hawk,Wild bird mortality NWDP
Illinois,Cook,5/20/2022,EA H5N1,Mallard,Agency harvest NWDP
Vermont,Addison,5/13/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Vermont,Orange,5/23/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Indiana,Lake,5/23/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
North Dakota,Stark,5/23/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
North Dakota,Hettinger,5/23/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Hettinger,5/23/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,Snowy egret,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Wisconsin,Milwaukee,5/25/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Door,5/26/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Bayfield,5/26/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Langlade,5/26/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/26/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/26/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,Calumet,5/26/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Minnesota,Kittson,5/26/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Douglas,5/26/2022,EA H5N1,Barred owl,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Common goldeneye,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Common raven,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Barred owl,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Washington,Grant,5/13/2022,EA H5N1,Snow goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Franklin,5/12/2022,EA H5,Sandhill crane,Wild bird mortality WA Dept of Fish and Wildlife
Montana,Madison,5/9/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/9/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Wyoming,Park,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Campbell,5/9/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Oregon,Lane,5/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Wyoming,Teton,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Florida,Brevard,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Columbia,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Columbia,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Alachua,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Brevard,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
South Dakota,Brown,5/11/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Brown,5/11/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
New York,Schoharie,5/12/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Miami-Dade,4/8/2022,EA H5N1,Black vulture,Wild bird mortality 
Montana,Teton,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Cascade,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Broadwater,5/13/2022,EA/AM H5N1,Snow goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/20/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality
New York,St. Lawrence,4/19/2022,EA/AM H5N1,Merganser (unidentified),Wild bird mortality NYSDEC (6)
Florida,Orange,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Idaho,Payette,5/16/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Great blue heron,Wild bird mortality IDFG
Idaho,Caribou,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Caribou,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,5/16/2022,EA/AM H5N1,Duck (unidentified),Wild bird mortality IDFG
Idaho,Ada,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Bonneville,5/16/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality IDFG
Idaho,Jefferson,5/16/2022,EA H5,Trumpeter swan,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Madison,5/16/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IDFG
South Dakota,Brown,5/17/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Brown,5/17/2022,EA/AM H5N1,Turkey vulture,"Wild bird mortality SD Game, Fish, and Parks"
Montana,Silver Bow,5/17/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Deer Lodge,5/17/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,American white pelican,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Lake,5/17/2022,EA/AM H5N1,Trumpeter swan,"Wild bird mortality MT Fish, Wildlife and Parks"
Wyoming,Park,5/17/2022,EA/AM H5N1,Sandhill crane,Wild bird mortality WY Game and Fish Department
Alaska,Aleutians West,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/17/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Colorado,Denver,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Jackson,5/12/2022,EA H5N1,American white pelican,Wild bird mortality CO Parks & Wildlife
Colorado,Mesa,5/18/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Mesa,5/18/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Jefferson,5/23/2022,EA H5N1,Canada goose,Wild bird mortality CO Parks & Wildlife
New York,Warren,5/17/2022,EA H5N1,Turkey vulture,Wild bird mortality NYSDEC (6)
New York,Suffolk,5/17/2022,EA H5N1,Herring gull,Wild bird mortality NYSDEC (6)
New York,Oswego,5/17/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
Michigan,Grand Traverse,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Alaska,Anchorage,5/17/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
New Jersey,Monmouth,5/17/2022,EA H5,Black vulture,Wild bird mortality NJ Dept of Ag
New York,Washington,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Florida,Brevard,5/18/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,5/18/2022,EA H5N1,Black vulture,Wild bird mortality 
Wyoming,Teton,5/19/2022,EA H5N1,Sharp-shinned hawk,Wild bird mortality WY Game and Fish Department
Alaska,Sitka,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Wyoming,Sublette,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Michigan,Allegan,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Montmorency,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Chippewa,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Dickinson,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Chippewa,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Delta,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Iron,5/17/2022,EA H5,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Menominee,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Presque Isle,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Montmorency,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Berrien,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Minnesota,Dakota,3/30/2022,EA/AM H5N1,Canada goose,Wild bird mortality
Minnesota,Hennepin,4/26/2022,EA/AM H5N1,Dark-eyed junco,Wild bird mortality
Minnesota,Ramsey,5/5/2022,EA/AM H5N1,Common loon,Wild bird mortality MN DNR
Florida,Orange,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/12/2022,EA H5,Black vulture,Wild bird mortality
Oregon,Lane,5/19/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Lane,5/19/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Minnesota,Cass,6/7/2022,EA H5N1,Wood duck,Live bird NWDP
Minnesota,Cass,6/7/2022,EA H5N1,Wood duck,Live bird NWDP
Minnesota,Cook,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
District of Columbia,District of Columbia,6/3/2022,EA/AM H5N1,Mallard,Wild bird mortality NPS/USGS (33)
District of Columbia,District of Columbia,6/3/2022,EA H5N1,Mallard,Wild bird mortality NPS/USGS (33)
Wisconsin,Door,6/9/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Dodge,6/10/2022,EA H5N1,American white pelican,Wild bird mortality USGS/FWS (2)
Wisconsin,Dodge,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alaska,Aleutians West,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Arizona,Maricopa,6/7/2022,EA/AM H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Illinois,McLean,6/3/2022,EA/AM H5N1,Canada goose,Wild bird mortality IL DNR/USGS
Illinois,McLean,6/3/2022,EA/AM H5N1,Canada goose,Wild bird mortality IL DNR/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Vermont,Bennington,6/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Alaska,Anchorage,5/20/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Aleutians West,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Haines,5/20/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Fairbanks,5/26/2022,EA/AM H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/26/2022,EA/AM H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Ring-billed gull,Wild bird mortality NWDP
Alaska,Juneau,5/27/2022,EA H5N1,Northern harrier,Wild bird mortality USFWS/ADFG
Alaska,Kenai Peninsula,5/27/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Kenai Peninsula,5/27/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Common tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Common tern,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Arizona,Maricopa,6/7/2022,EA/AM H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
Arizona,Maricopa,6/7/2022,EA H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Vermont,Addison,6/3/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Vermont,Essex,6/3/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Vermont,Washington,6/3/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Alaska,Sitka,6/2/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Ring-billed gull,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Caspian tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Caspian tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Washington,Walla Walla,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WA Dept of Fish and Wildlife
Washington,San Juan,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Asotin,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Asotin,5/19/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Snohomish,5/19/2022,EA H5N1,Peregrine falcon,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Skagit,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Iowa,Allamakee,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality IA DNR
Iowa,Linn,4/12/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Linn,4/12/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Story,4/15/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality IA DNR
Iowa,Polk,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Louisa,4/22/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality IA DNR
Iowa,Cerro Gordo,5/2/2022,EA H5,American green-winged teal,Wild bird mortality IA DNR
Iowa,Story,5/3/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality IA DNR
Iowa,Mitchell,5/4/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality IA DNR
Iowa,Buchanan,5/4/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Polk,5/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality IA DNR
Utah,Weber,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality Utah DWR
Utah,Cache,5/10/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Utah,Weber,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird mortality Utah DWR
